term	canonical	confidence	sources	source_count	variant_of	synsets	rule_id
telephone line	telephone_line	high	visual_genome_object_synset|wordnet_noun_mwe	2		telephone_wire.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone lines	telephone_line	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	telephone line	telephone_wire.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone pole	telephone_pole	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		telephone_pole.n.01|wordnet_noun	trusted_visual_object_label
telephone poles	telephone_pole	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	telephone pole	telephone_pole.n.01|wordnet_noun	trusted_visual_object_label
telephone receiver	telephone_receiver	high	visual_genome_object_synset|wordnet_noun_mwe	2		telephone_receiver.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone receivers	telephone_receiver	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	telephone receiver	telephone_receiver.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone set	telephone_set	high	lvis_object|wordnet_noun_mwe	2		telephone.n.01|wordnet_noun	trusted_visual_object_label
telephone sets	telephone_set	high	lvis_object|plural_variant|wordnet_noun_mwe	2	telephone set	telephone.n.01|wordnet_noun	trusted_visual_object_label
telephone wire	telephone_wire	high	visual_genome_object_synset|wordnet_noun_mwe	2		telephone_wire.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephone wires	telephone_wire	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	telephone wire	telephone_wire.n.01|wordnet_noun	vg_object_synset_plus_wordnet
telephoto lens	telephoto_lens	high	lvis_object|wordnet_noun_mwe	2		telephoto_lens.n.01|wordnet_noun	trusted_visual_object_label
television camera	television_camera	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		television_camera.n.01|wordnet_noun	trusted_visual_object_label
television cameras	television_camera	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	television camera	television_camera.n.01|wordnet_noun	trusted_visual_object_label
television monitor	television_monitor	high	visual_genome_object_synset|wordnet_noun_mwe	2		television_monitor.n.01|wordnet_noun	vg_object_synset_plus_wordnet
television monitors	television_monitor	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	television monitor	television_monitor.n.01|wordnet_noun	vg_object_synset_plus_wordnet
television set	television_set	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		television_receiver.n.01|wordnet_noun	trusted_visual_object_label
television sets	television_set	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	television set	television_receiver.n.01|wordnet_noun	trusted_visual_object_label
ten-gallon hat	ten_gallon_hat	high	lvis_object|wordnet_noun_mwe	2		cowboy_hat.n.01|wordnet_noun	trusted_visual_object_label
ten-gallon hats	ten_gallon_hat	high	lvis_object|plural_variant|wordnet_noun_mwe	2	ten-gallon hat	cowboy_hat.n.01|wordnet_noun	trusted_visual_object_label
tennis ball	tennis_ball	high	lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	4		tennis_ball.n.01|wordnet_noun	trusted_visual_object_label
tennis balls	tennis_ball	high	lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	4	tennis ball	tennis_ball.n.01|wordnet_noun	trusted_visual_object_label
tennis court	tennis_court	high	visual_genome_object_synset|wordnet_noun_mwe	2		tennis_court.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tennis courts	tennis_court	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tennis court	tennis_court.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tennis player	tennis_player	high	visual_genome_object_synset|wordnet_noun_mwe	2		tennis_player.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tennis players	tennis_player	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tennis player	tennis_player.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tennis racket	tennis_racket	high	coco_object|lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	5		tennis_racket.n.01|wordnet_noun	trusted_visual_object_label
tennis rackets	tennis_racket	high	coco_object|lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	5	tennis racket	tennis_racket.n.01|wordnet_noun	trusted_visual_object_label
tennis racquet	tennis_racquet	high	visual_genome_object_synset|wordnet_noun_mwe	2		tennis_racket.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tennis racquets	tennis_racquet	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tennis racquet	tennis_racket.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tennis shoe	tennis_shoe	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		gym_shoe.n.01|shoe.n.01|wordnet_noun	trusted_visual_object_label
tennis shoes	tennis_shoe	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tennis shoe	gym_shoe.n.01|shoe.n.01|wordnet_noun	trusted_visual_object_label
tent flap	tent_flap	high	visual_genome_object_synset|wordnet_noun_mwe	2		tent-fly.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tent flaps	tent_flap	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tent flap	tent-fly.n.01|wordnet_noun	vg_object_synset_plus_wordnet
thatched roof	thatched_roof	high	visual_genome_object_synset|wordnet_noun_mwe	2		roof.n.01|wordnet_noun	vg_object_synset_plus_wordnet
thatched roofs	thatched_roof	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	thatched roof	roof.n.01|wordnet_noun	vg_object_synset_plus_wordnet
thermos bottle	thermos_bottle	high	lvis_object|wordnet_noun_mwe	2		thermos.n.01|wordnet_noun	trusted_visual_object_label
thermos bottles	thermos_bottle	high	lvis_object|plural_variant|wordnet_noun_mwe	2	thermos bottle	thermos.n.01|wordnet_noun	trusted_visual_object_label
throw pillow	throw_pillow	high	visual_genome_object_synset|wordnet_noun_mwe	2		pillow.n.01|wordnet_noun	vg_object_synset_plus_wordnet
throw pillows	throw_pillow	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	throw pillow	pillow.n.01|wordnet_noun	vg_object_synset_plus_wordnet
throw rug	throw_rug	high	visual_genome_object_synset|wordnet_noun_mwe	2		rug.n.01|wordnet_noun	vg_object_synset_plus_wordnet
throw rugs	throw_rug	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	throw rug	rug.n.01|wordnet_noun	vg_object_synset_plus_wordnet
ticket booth	ticket_booth	high	visual_genome_object_synset|wordnet_noun_mwe	2		box_office.n.02|wordnet_noun	vg_object_synset_plus_wordnet
ticket booths	ticket_booth	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	ticket booth	box_office.n.02|wordnet_noun	vg_object_synset_plus_wordnet
ticket office	ticket_office	high	visual_genome_object_synset|wordnet_noun_mwe	2		box_office.n.02|wordnet_noun	vg_object_synset_plus_wordnet
ticket offices	ticket_office	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	ticket office	box_office.n.02|wordnet_noun	vg_object_synset_plus_wordnet
tie (necktie)	tie_necktie	high	lvis_object	1		necktie.n.01	trusted_visual_object_label
tie clip	tie_clip	high	visual_genome_object_synset|wordnet_noun_mwe	2		cartridge_holder.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tie clips	tie_clip	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tie clip	cartridge_holder.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tie neckties	tie_necktie	high	lvis_object|plural_variant	1	tie (necktie)	necktie.n.01	trusted_visual_object_label
tights (clothing)	tights_clothing	high	lvis_object	1		tights.n.01	trusted_visual_object_label
tights clothings	tights_clothing	high	lvis_object|plural_variant	1	tights (clothing)	tights.n.01	trusted_visual_object_label
tile roof	tile_roof	high	visual_genome_object_synset|wordnet_noun_mwe	2		tile_roof.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tile roofs	tile_roof	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tile roof	tile_roof.n.01|wordnet_noun	vg_object_synset_plus_wordnet
time clock	time_clock	high	visual_genome_object_synset|wordnet_noun_mwe	2		time_clock.n.01|wordnet_noun	vg_object_synset_plus_wordnet
time clocks	time_clock	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	time clock	time_clock.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tin can	tin_can	high	lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	4		can.n.01|tin.n.01|wordnet_noun	trusted_visual_object_label
tin cans	tin_can	high	lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	4	tin can	can.n.01|tin.n.01|wordnet_noun	trusted_visual_object_label
tin foil	tin_foil	high	visual_genome_object_synset|wordnet_noun_mwe	2		aluminum_foil.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tin foils	tin_foil	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tin foil	aluminum_foil.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tin opener	tin_opener	high	lvis_object|wordnet_noun_mwe	2		can_opener.n.01|wordnet_noun	trusted_visual_object_label
tin openers	tin_opener	high	lvis_object|plural_variant|wordnet_noun_mwe	2	tin opener	can_opener.n.01|wordnet_noun	trusted_visual_object_label
tissue paper	tissue_paper	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		tissue.n.02|wordnet_noun	trusted_visual_object_label
tissue papers	tissue_paper	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tissue paper	tissue.n.02|wordnet_noun	trusted_visual_object_label
toad frog	toad_frog	high	lvis_object|wordnet_noun_mwe	2		frog.n.01|wordnet_noun	trusted_visual_object_label
toad frogs	toad_frog	high	lvis_object|plural_variant|wordnet_noun_mwe	2	toad frog	frog.n.01|wordnet_noun	trusted_visual_object_label
toast (food)	toast_food	high	lvis_object	1		toast.n.01	trusted_visual_object_label
toast foods	toast_food	high	lvis_object|plural_variant	1	toast (food)	toast.n.01	trusted_visual_object_label
toaster oven	toaster_oven	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		toaster_oven.n.01|wordnet_noun	trusted_visual_object_label
toaster ovens	toaster_oven	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	toaster oven	toaster_oven.n.01|wordnet_noun	trusted_visual_object_label
tobacco pipe	tobacco_pipe	high	lvis_object|wordnet_noun_mwe	2		pipe.n.01|wordnet_noun	trusted_visual_object_label
tobacco pipes	tobacco_pipe	high	lvis_object|plural_variant|wordnet_noun_mwe	2	tobacco pipe	pipe.n.01|wordnet_noun	trusted_visual_object_label
toilet bowl	toilet_bowl	high	visual_genome_object_synset|wordnet_noun_mwe	2		toilet_bowl.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet bowls	toilet_bowl	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toilet bowl	toilet_bowl.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet paper	toilet_paper	high	lvis_object|openimages_boxable|visual_genome_object_synset|wordnet_noun_mwe	4		toilet_tissue.n.01|wordnet_noun	trusted_visual_object_label
toilet papers	toilet_paper	high	lvis_object|openimages_boxable|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	4	toilet paper	toilet_tissue.n.01|wordnet_noun	trusted_visual_object_label
toilet roll	toilet_roll	high	visual_genome_object_synset|wordnet_noun_mwe	2		toilet_roll.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet rolls	toilet_roll	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toilet roll	toilet_roll.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet seat	toilet_seat	high	visual_genome_object_synset|wordnet_noun_mwe	2		toilet_seat.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet seats	toilet_seat	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toilet seat	toilet_seat.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet tissue	toilet_tissue	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		toilet_tissue.n.01|wordnet_noun	trusted_visual_object_label
toilet tissues	toilet_tissue	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	toilet tissue	toilet_tissue.n.01|wordnet_noun	trusted_visual_object_label
toilet water	toilet_water	high	visual_genome_object_synset|wordnet_noun_mwe	2		toilet_water.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toilet waters	toilet_water	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toilet water	toilet_water.n.01|wordnet_noun	vg_object_synset_plus_wordnet
top hat	top_hat	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		dress_hat.n.01|hat.n.01|wordnet_noun	trusted_visual_object_label
top hats	top_hat	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	top hat	dress_hat.n.01|hat.n.01|wordnet_noun	trusted_visual_object_label
tortilla chip	tortilla_chip	high	visual_genome_object_synset|wordnet_noun_mwe	2		tortilla_chip.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tortilla chips	tortilla_chip	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	tortilla chip	tortilla_chip.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tote bag	tote_bag	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		bag.n.01|carryall.n.01|wordnet_noun	trusted_visual_object_label
tote bags	tote_bag	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tote bag	bag.n.01|carryall.n.01|wordnet_noun	trusted_visual_object_label
touch screen	touch_screen	high	visual_genome_object_synset|wordnet_noun_mwe	2		touch_screen.n.01|wordnet_noun	vg_object_synset_plus_wordnet
touch screens	touch_screen	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	touch screen	touch_screen.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tow truck	tow_truck	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		tow_truck.n.01|wordnet_noun	trusted_visual_object_label
tow trucks	tow_truck	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tow truck	tow_truck.n.01|wordnet_noun	trusted_visual_object_label
towel bar	towel_bar	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		towel_rack.n.01|towel_rail.n.01|wordnet_noun	trusted_visual_object_label
towel bars	towel_bar	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	towel bar	towel_rack.n.01|towel_rail.n.01|wordnet_noun	trusted_visual_object_label
towel rack	towel_rack	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		towel_rack.n.01|wordnet_noun	trusted_visual_object_label
towel racks	towel_rack	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	towel rack	towel_rack.n.01|wordnet_noun	trusted_visual_object_label
towel rail	towel_rail	high	lvis_object|wordnet_noun_mwe	2		towel_rack.n.01|wordnet_noun	trusted_visual_object_label
towel rails	towel_rail	high	lvis_object|plural_variant|wordnet_noun_mwe	2	towel rail	towel_rack.n.01|wordnet_noun	trusted_visual_object_label
toy dog	toy_dog	high	visual_genome_object_synset|wordnet_noun_mwe	2		toy_dog.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toy dogs	toy_dog	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toy dog	toy_dog.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toy poodle	toy_poodle	high	visual_genome_object_synset|wordnet_noun_mwe	2		toy_poodle.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toy poodles	toy_poodle	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toy poodle	toy_poodle.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toy soldier	toy_soldier	high	visual_genome_object_synset|wordnet_noun_mwe	2		toy_soldier.n.01|wordnet_noun	vg_object_synset_plus_wordnet
toy soldiers	toy_soldier	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	toy soldier	toy_soldier.n.01|wordnet_noun	vg_object_synset_plus_wordnet
tractor (farm equipment)	tractor_farm_equipment	high	lvis_object	1		tractor.n.01	trusted_visual_object_label
tractor farm equipments	tractor_farm_equipment	high	lvis_object|plural_variant	1	tractor (farm equipment)	tractor.n.01	trusted_visual_object_label
tractor trailer	tractor_trailer	high	lvis_object|visual_genome_object_synset|wordnet_noun_mwe	3		trailer_truck.n.01|wordnet_noun	trusted_visual_object_label
tractor trailers	tractor_trailer	high	lvis_object|plural_variant|visual_genome_object_synset|wordnet_noun_mwe	3	tractor trailer	trailer_truck.n.01|wordnet_noun	trusted_visual_object_label
trafalgar square	trafalgar_square	high	visual_genome_object_synset|wordnet_noun_mwe	2		trafalgar_square.n.01|wordnet_noun	vg_object_synset_plus_wordnet
trafalgar squares	trafalgar_square	high	plural_variant|visual_genome_object_synset|wordnet_noun_mwe	2	trafalgar square	trafalgar_square.n.01|wordnet_noun	vg_object_synset_plus_wordnet
traffic cone	traffic_cone	high	lvis_object	1		cone.n.01	trusted_visual_object_label
traffic cones	traffic_cone	high	lvis_object|plural_variant	1	traffic cone	cone.n.01	trusted_visual_object_label
traffic control	traffic_control	high	visual_genome_object_synset|wordnet_noun_mwe	2		traffic_control.n.01|wordnet_noun	vg_object_synset_plus_wordnet
