term	canonical	role	source	source_type	parent_type	confidence	raw_name	source_url
unorganized	unorganized	order_attribute	ovad	order	order	high	order:messy/disordered/unordered/disorganized/unorganized/cluttered/untidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
unorganized	unorganized	attribute	vaw	other	other	low	unorganized	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unpaved	unpaved	attribute	vaw	other	other	low	unpaved	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unpeeled	unpeeled	attribute	vaw	other	other	low	unpeeled	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unripe	unripe	attribute	vaw	other	other	low	unripe	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
untidy	untidy	order_attribute	ovad	order	order	high	order:messy/disordered/unordered/disorganized/unorganized/cluttered/untidy	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
untied	untied	attribute	vaw	other	other	low	untied	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
unused	unused	attribute	vaw	other	other	low	unused	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
upholstered	upholstered	attribute	vaw	other	other	low	upholstered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
upright	upright	spatial_attribute	ovad	position	position	high	position:vertical/upright/standing	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
upright	upright	orientation_attribute	vaw	orientation	orientation	high	upright	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
upside down	upside down	orientation_attribute	vaw	orientation	orientation	high	upside down	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
used	used	attribute	vaw	other	other	low	used	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
using computer	using computer	attribute	vaw	other	other	low	using computer	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
v neck	v neck	clothing_cut_attribute	fashionpedia	neckline type	neckline type	medium	v-neck	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
varsity (jacket)	varsity (jacket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	varsity (jacket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
veined	veined	texture_attribute	dtd	texture	texture	high	veined	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
velvet	velvet	material_attribute	paco	material	material	high	velvet	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
vertical	vertical	spatial_attribute	ovad	position	position	high	position:vertical/upright/standing	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
vertical	vertical	orientation_attribute	vaw	orientation	orientation	high	vertical	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
vintage	vintage	attribute	vaw	other	other	low	vintage	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
violet	violet	color_attribute	css_color_4	color	color	high	violet	https://www.w3.org/TR/css-color-4/
violet	violet	color_attribute	ovad	clothes color	color	high	clothes color:violet	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
violet	violet	color_attribute	ovad	color	color	high	color:violet	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
violet	violet	color_attribute	ovad	hair color	color	high	hair color:violet	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
violet	violet	color_attribute	vaw	color	color	high	violet	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
waffled	waffled	texture_attribute	dtd	texture	texture	high	waffled	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
waiting	waiting	activity_attribute	vaw	activity	activity	high	waiting	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
walking	walking	activity_attribute	vaw	activity	activity	high	walking	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
walking	walking	pose_attribute	vaw	pose	pose	high	walking	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wallpapered	wallpapered	attribute	vaw	other	other	low	wallpapered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
warmed	warmed	food_state_attribute	ovad	cooked	cooked	high	cooked:cooked/baked/warmed	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
washed	washed	textile_finish_attribute	fashionpedia	textile finishing, manufacturing techniques	textile finishing, manufacturing techniques	medium	washed	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
watching	watching	activity_attribute	vaw	activity	activity	high	watching	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
watching tv	watching tv	activity_attribute	vaw	activity	activity	high	watching tv	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
water	water	material_attribute	vaw	material	material	high	water	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
watery	watery	state_attribute	vaw	state	state	high	watery	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
waving	waving	activity_attribute	vaw	hand movement	hand movement	high	waving	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wavy	wavy	attribute	vaw	other	other	low	wavy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing black	wearing black	color_attribute	vaw	wearing color	wearing color	high	wearing black	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing blue	wearing blue	color_attribute	vaw	wearing color	wearing color	high	wearing blue	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing glasses	wearing glasses	accessory_attribute	vaw	wearing accessories	wearing accessories	high	wearing glasses	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing gray	wearing gray	color_attribute	vaw	wearing color	wearing color	high	wearing gray	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing green	wearing green	color_attribute	vaw	wearing color	wearing color	high	wearing green	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing hat	wearing hat	accessory_attribute	vaw	wearing accessories	wearing accessories	high	wearing hat	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing pink	wearing pink	color_attribute	vaw	wearing color	wearing color	high	wearing pink	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing red	wearing red	color_attribute	vaw	wearing color	wearing color	high	wearing red	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing scarf	wearing scarf	accessory_attribute	vaw	wearing accessories	wearing accessories	high	wearing scarf	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing tie	wearing tie	accessory_attribute	vaw	wearing accessories	wearing accessories	high	wearing tie	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing watch	wearing watch	accessory_attribute	vaw	wearing accessories	wearing accessories	high	wearing watch	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wearing white	wearing white	color_attribute	vaw	wearing color	wearing color	high	wearing white	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
weathered	weathered	state_attribute	vaw	state	state	high	weathered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
well dressed	well dressed	attribute	vaw	other	other	low	well dressed	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
welt (pocket)	welt (pocket)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	welt (pocket)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
wet	wet	state_attribute	ovad	state	state	high	state:wet	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
wet	wet	state_attribute	vaw	state	state	high	wet	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wheat	wheat	color_attribute	css_color_4	color	color	high	wheat	https://www.w3.org/TR/css-color-4/
white	white	color_attribute	css_color_4	color	color	high	white	https://www.w3.org/TR/css-color-4/
white	white	color_attribute	ovad	clothes color	color	high	clothes color:white	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
white	white	color_attribute	ovad	color	color	high	color:white	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
white	white	color_attribute	ovad	hair color	color	high	hair color:white	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
white	white	color_attribute	paco	color	color	high	white	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
white	white	color_attribute	vaw	color	color	high	white	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
white haired	white haired	color_attribute	vaw	hair color	hair color	high	white haired	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
white lettered	white lettered	color_attribute	vaw	letter color	letter color	high	white lettered	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
whitesmoke	whitesmoke	color_attribute	css_color_4	color	color	high	whitesmoke	https://www.w3.org/TR/css-color-4/
whole	whole	state_attribute	ovad	state	state	high	state:full/whole	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
whole	whole	attribute	vaw	other	other	low	whole	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wicker	wicker	material_attribute	vaw	material	material	high	wicker	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wide	wide	size_attribute	vaw	width	width	high	wide	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wide leg	wide leg	silhouette_attribute	fashionpedia	silhouette	silhouette	medium	wide leg	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
wild	wild	attribute	vaw	other	other	low	wild	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
windbreaker	windbreaker	fashion_style_attribute	fashionpedia	nickname	nickname	medium	windbreaker	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
wispy	wispy	attribute	vaw	other	other	low	wispy	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
with umbrella	with umbrella	accessory_attribute	vaw	wearing accessories	wearing accessories	high	with umbrella	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
woman	woman	gender_attribute	ovad	gender	gender	high	gender:female/woman/girl	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
wood	wood	material_attribute	fashionpedia	non textile material type	non textile material type	medium	wood	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
wood	wood	material_attribute	ovad	material	material	high	material:wood/wooden/bamboo/hardwood	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
wood	wood	material_attribute	paco	material	material	high	wood	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
wooden	wooden	material_attribute	ovad	material	material	high	material:wood/wooden/bamboo/hardwood	https://lmb.informatik.uni-freiburg.de/resources/datasets/ovad.zip
wooden	wooden	material_attribute	vaw	material	material	high	wooden	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wool	wool	material_attribute	paco	material	material	high	wool	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
working	working	activity_attribute	vaw	activity	activity	high	working	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
worn	worn	attribute	vaw	other	other	low	worn	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
woven	woven	texture_attribute	dtd	texture	texture	high	woven	https://www.robots.ox.ac.uk/~vgg/data/dtd/download/dtd-r1.0.1-labels.tar.gz
woven	woven	pattern_attribute	paco	pattern marking	pattern marking	high	woven	https://raw.githubusercontent.com/facebookresearch/paco/main/paco/data/datasets/paco_categories.py
woven	woven	attribute	vaw	other	other	low	woven	https://raw.githubusercontent.com/adobe-research/vaw_dataset/main/data/attribute_types.json
wrap (coat)	wrap (coat)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	wrap (coat)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
wrap (dress)	wrap (dress)	fashion_style_attribute	fashionpedia	nickname	nickname	medium	wrap (dress)	https://s3.amazonaws.com/ifashionist-dataset/annotations/instances_attributes_val2020.json
